,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.05,p_a=0.1
6,5000,0.5,1.0,2,250,NCE_Q,15,0.0,2497.1455078125,0.039210428490018205,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
7,5000,0.5,0.75,2,250,real_TRE_Q,15,0.1,2464.9794921875,-0.03613546728006739,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
8,5000,0.5,0.75,2,250,NCE_Q,15,0.1,2485.384765625,-0.018745810874826626,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
10,5000,0.5,0.75,2,250,NCE_Q,15,0.25,2489.953369140625,0.027448144887236438,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
24,1000,0.5,0.75,2,250,real_TRE_Q,3,0.5,497.3934020996094,0.18672213674169635,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
11,5000,0.5,0.75,2,250,real_TRE_Q,15,0.5,2490.364990234375,-0.040938490042046895,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
12,5000,0.5,0.75,2,250,NCE_Q,15,0.5,2489.9287109375,0.04901701025876361,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
13,1000,0.5,0.75,2,250,NCE_Q,3,0.25,497.11248779296875,0.050035320428057334,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
18,5000,0.5,0.5,2,250,real_TRE_Q,15,0.25,2476.56103515625,0.03441569164189462,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
19,5000,0.5,0.5,2,250,NCE_Q,15,0.25,2495.3486328125,-0.047860984887094844,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
20,5000,0.5,0.5,2,250,real_TRE_Q,15,0.5,2468.799560546875,0.007399204867023048,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
21,5000,0.5,0.5,2,250,NCE_Q,15,0.5,2493.388671875,0.06385055017291809,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
48,5000,0.5,0.5,2,250,NCE_Q,50,0.5,2483.317138671875,0.010375048303052728,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
52,10000,0.5,1.0,2,250,NCE_Q,3,0.1,4994.1767578125,0.002809895982396804,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
128,10000,0.5,0.5,2,250,NCE_Q,50,0.5,4990.02880859375,0.014404024968680457,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
53,10000,0.5,1.0,2,250,real_TRE_Q,3,0.25,4976.55810546875,-0.03957229694324351,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
109,10000,0.5,1.0,2,250,NCE_Q,50,0.5,4984.9619140625,0.0009495910406812863,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
110,10000,0.5,1.0,2,250,real_TRE_Q,50,0.0,4976.94677734375,-0.029998107337864607,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
111,10000,0.5,1.0,2,250,NCE_Q,50,0.0,4991.8564453125,0.02436180325308997,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
112,1000,0.5,1.0,2,250,real_TRE_Q,3,0.25,496.2149658203125,0.002146930617478517,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
113,1000,0.5,0.5,2,250,real_TRE_Q,3,0.5,492.1727294921875,0.00435407829416515,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
114,10000,0.5,0.75,2,250,real_TRE_Q,50,0.1,4964.76904296875,0.022880593964392112,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
115,10000,0.5,0.75,2,250,NCE_Q,50,0.1,4988.625,0.03264452452081852,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
116,10000,0.5,0.75,2,250,real_TRE_Q,50,0.25,4970.4970703125,-0.030192145765918967,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
117,10000,0.5,0.75,2,250,NCE_Q,50,0.25,4967.0107421875,-0.014842028975929086,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
118,10000,0.5,0.75,2,250,real_TRE_Q,50,0.5,4938.03955078125,-0.024123977979568393,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
119,10000,0.5,0.75,2,250,NCE_Q,50,0.5,4974.28466796875,-0.01016500749713148,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
122,10000,0.5,0.5,2,250,real_TRE_Q,50,0.1,4969.7958984375,0.07640810565540491,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
123,10000,0.5,0.5,2,250,NCE_Q,50,0.1,4976.3056640625,0.010656407489516753,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
124,1000,0.5,0.5,2,250,NCE_Q,3,0.5,497.0169372558594,-0.015778299826174215,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
125,10000,0.5,0.5,2,250,real_TRE_Q,50,0.25,4926.33984375,0.0189541310021145,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
126,10000,0.5,0.5,2,250,NCE_Q,50,0.25,4975.78564453125,0.02399355033194011,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
127,10000,0.5,0.5,2,250,real_TRE_Q,50,0.5,4976.134765625,0.0859214355470652,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
1,1000,0.5,1.0,2,250,NCE_Q,3,0.1,499.4729309082031,0.013644288717923314,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
107,10000,0.5,1.0,2,250,NCE_Q,50,0.25,4982.01416015625,-0.010491104278794391,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
106,10000,0.5,1.0,2,250,real_TRE_Q,50,0.25,4979.57275390625,0.009865331489804178,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
62,10000,0.5,0.75,2,250,real_TRE_Q,3,0.25,4980.24267578125,-0.020065635492765372,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
54,10000,0.5,1.0,2,250,NCE_Q,3,0.25,4985.29443359375,-0.00754143764770161,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
55,10000,0.5,1.0,2,250,real_TRE_Q,3,0.5,4974.568359375,0.007382415360687853,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
56,10000,0.5,1.0,2,250,NCE_Q,3,0.5,4994.6416015625,0.016165735093907407,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
58,10000,0.5,1.0,2,250,real_TRE_Q,3,0.0,4989.04248046875,0.028518708389426214,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
59,10000,0.5,1.0,2,250,NCE_Q,3,0.0,4997.234375,-0.06282040843585414,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
60,10000,0.5,0.75,2,250,real_TRE_Q,3,0.1,4989.80126953125,-0.028955894622549973,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
61,10000,0.5,0.75,2,250,NCE_Q,3,0.1,4965.00244140625,-0.04100049893868402,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
63,10000,0.5,0.75,2,250,NCE_Q,3,0.25,4997.85107421875,0.07392369725801208,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
105,10000,0.5,1.0,2,250,NCE_Q,50,0.1,4993.4921875,-0.016326250288623372,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
64,10000,0.5,0.75,2,250,real_TRE_Q,3,0.5,4975.72412109375,0.15974543901201424,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
65,10000,0.5,0.75,2,250,NCE_Q,3,0.5,4993.8037109375,0.003678582046775632,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
71,10000,0.5,0.5,2,250,real_TRE_Q,3,0.25,4978.81298828125,0.21986743025509428,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
72,10000,0.5,0.5,2,250,NCE_Q,3,0.25,4977.75341796875,-0.01418534531953984,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
73,10000,0.5,0.5,2,250,real_TRE_Q,3,0.5,4976.32763671875,0.12831178108111507,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
74,10000,0.5,0.5,2,250,NCE_Q,3,0.5,4988.34521484375,0.03401582577616059,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
104,10000,0.5,1.0,2,250,real_TRE_Q,50,0.1,4972.7392578125,-0.017653178096229294,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
215,5000,0.5,1.0,2,250,NCE_Q,15,0.25,2496.20703125,-0.04181174647423443,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
